huc12,Datetime,Developed_pct,Developed_pct_netchange,Cropland_pct,Cropland_pct_netchange,Grass or Shrub_pct,Grass or Shrub_pct_netchange,Tree Cover_pct,Tree Cover_pct_netchange,Water_pct,Water_pct_netchange,Wetland_pct,Wetland_pct_netchange,Ice or Snow_pct,Ice or Snow_pct_netchange,Barren_pct,Barren_pct_netchange
051401010906,1996,26.73320744537362,,13.917925546263826,,1.0765106555165902,,44.53314674939304,,10.209569732937686,,2.7254181278661993,,0.0,,0.3093809009981117,
051401010906,1997,27.115086323172378,0.3818788777987585,13.8521715673051,-0.06575397895872648,1.0773536552468304,0.0008429997302401571,44.429457782573515,-0.10368896681952577,10.224743728082007,0.015173995144321495,2.7254181278661993,0.0,0.0,0.0,0.30347990288643106,-0.005900998111680655
051401010906,1998,27.310662260588074,0.1955759374156969,13.338784731588884,-0.513386835716215,1.0722956568653899,-0.005057998381440498,44.122605880766116,-0.3068519018073985,10.228115727002967,0.00337199892095974,2.7254181278661993,0.0,0.0,0.0,0.29926490423523067,-0.004214998651200397
051401010906,1999,28.02889803075263,0.7182357701645543,12.687988939843539,-0.6507957917453453,1.065551659023469,-0.006743997841920812,43.7331400053952,-0.3894658753709166,10.222214728891286,-0.005900998111680877,2.723732128405719,-0.0016859994604803141,0.0,0.0,0.3017939034259509,0.002528999190720249
051401010906,2000,28.64765983274885,0.6187618019962215,11.953736174804424,-0.7342527650391144,1.0335176692743457,-0.032033989749123304,43.44989209603453,-0.2832479093606679,10.223900728351767,0.0016859994604807582,2.7228891286754786,-0.0008429997302403791,0.0,0.0,0.28071891016994877,-0.02107499325600215
051401010906,2001,29.448509576476933,0.800849743728083,12.183875101159968,0.23013892635554356,1.1490086323172377,0.11549096304289197,43.397626112759646,-0.05226598327488574,10.233173725384408,0.009272997032640617,2.7228891286754786,0.0,0.0,0.0,0.27987591043970866,-0.0008429997302401016
051401010906,2002,29.687921499865123,0.2394119233881895,12.012746155921231,-0.17112894523873656,1.17092662530348,0.021917992986242307,43.11859320205018,-0.2790329107094678,10.231487725923929,-0.0016859994604789819,2.7220461289452387,-0.000842999730239935,0.0,0.0,0.28577690855138926,0.0059009981116806
051401010906,2003,30.060527380631235,0.37260588076611256,12.138353115727003,0.12560695980577208,1.1801996223361209,0.00927299703264084,43.023334232533045,-0.09525896951713264,10.24581872133801,0.014330995414081116,2.7195171297545184,-0.002528999190720249,0.0,0.0,0.29336390612355,0.0075869975721607474
051401010906,2004,30.144827353655245,0.08429997302400949,12.20242109522525,0.06406797949824572,1.1818856217966012,0.0016859994604803141,42.8227002967359,-0.20063393579714273,10.25003371998921,0.004214998651200119,2.7195171297545184,0.0,0.0,0.0,0.29336390612355,0.0
051401010906,2005,30.242615322363097,0.097787968707852,12.253844078769895,0.05142298354464536,1.1776706231454006,-0.004214998651200563,42.416374426760186,-0.40632586997571707,10.24497572160777,-0.005057998381440498,2.7153021311033183,-0.004214998651200119,0.0,0.0,0.29167790666306986,-0.0016859994604801476
051401010906,2006,30.549467224170492,0.30685190180739497,12.355004046398706,0.10115996762881174,1.17176962503372,-0.005900998111680655,42.2148974912328,-0.20147693552738843,10.251719719449689,0.00674399784191948,2.714459131373078,-0.0008429997302403791,0.0,0.0,0.29083490693282976,-0.0008429997302401016
051401010906,2007,30.723125168599946,0.17365794442945415,12.349946048017264,-0.005057998381442275,1.1683976261127595,-0.003371998920960406,42.04039654707311,-0.1745009441596892,10.255934718100889,0.004214998651200119,2.7161451308335582,0.0016859994604803141,0.0,0.0,0.30347990288643106,0.012644995953601301
051401010906,2008,30.91954410574589,0.1964189371459426,12.414014027515512,0.0640679794982475,1.181042622066361,0.012644995953601468,42.01426355543566,-0.026132991637446423,10.25509171837065,-0.0008429997302386028,2.7161451308335582,0.0,0.0,0.0,0.30347990288643106,0.0
