huc12,ele_std,ele_below_10th_mean,ele_hi,slope_below_10th_mean,slope_above_90th_mean,slope_cv,asp_mean,asp_var,asp_pc1,prof_mean,prof_std,prof_pct_neg,plan_mean,plan_std,plan_pct_neg,flow_mean,flow_95pct,flow_pct_high,hand_surface,hand_shallow,hand_deep,twi_median,twi_90pct
150503010901,87.46643,796.8136,0.42279103,0.3557958,5.334752,1.1067615,295.2917,0.41677284,2.719864047588409,0.001618246,0.33767387,49.041465387775624,0.0016847501,0.21554378,48.679427413920926,384.75375,7.0,1.7410356617035094,92.79728189751773,6.73769613988469,0.46502196259757483,9.533466,11.753535
150503010905,30.346283,734.6503,0.41700408,0.18029565,8.049569,1.7692724,303.34656,0.60322326,1.2076905275951295,0.003490673,0.5926041,49.185634536573644,0.003302671,0.3037309,49.661960436851125,4750.044,17.0,3.0427445032044713,94.81431708527568,4.239421841396174,0.9462610733281511,9.452824,12.17775
150503010902,57.64594,771.8123,0.4924545,0.29593852,5.0975337,1.2688247,295.0995,0.519894,1.9860772159720494,0.0024609936,0.40619832,47.49508663061388,0.0028096267,0.21436982,49.8866684494539,260.6704,8.0,1.9333475855214985,93.93661607521338,5.677788067081067,0.3855958577055528,9.496707,11.835777
150503010903,135.35722,740.77356,0.2653983,0.36289215,25.342386,1.4748994,54.26784,0.580989,-3.5768838868220434,0.019266313,1.111288,48.66180776163703,0.018623866,0.7784117,47.544633867430484,161.00964,10.0,2.292879310304956,72.92499870070712,14.927866316519975,12.147134982772904,8.517928,11.276862
150503010904,47.435184,753.9859,0.49877128,0.24043475,5.1720767,1.3069512,300.2183,0.50113755,2.0724263776585823,0.0017586552,0.47097778,49.419904873014445,0.0014185258,0.23441428,49.629094498788476,411.63242,14.0,2.8957961314470557,96.88970654222382,3.1059858206946065,0.004307637081575878,9.496818,12.08923
150503010906,90.980286,691.48694,0.19140911,0.2649437,26.13682,1.4405577,354.5294,0.80986613,-1.2062526666277713,0.019940913,0.9479753,49.0788101809261,0.020667829,0.74733126,47.219615659818054,4304.5405,37.0,4.267316045578391,70.57259243358173,16.517321393889212,12.910086172529056,8.738025,11.302838
150503010707,162.24435,829.7086,0.20301138,0.43443626,22.38658,1.6311648,300.3768,0.38216233,2.9553868897219426,0.0069317874,0.7047185,51.415354347645284,0.0072717303,0.6372754,45.645643750914154,829.3601,40.0,4.514256077101697,80.27656097551183,10.347921003227576,9.375518021260596,9.062915,11.411721
150503010706,214.53099,830.04407,0.21816203,0.41024375,27.498972,1.5049253,305.22525,0.3422774,3.1956133090101733,0.01102462,0.98605525,52.110262093544954,0.010978715,0.8526681,44.9186346621039,630.3954,30.0,4.050326848585683,74.07166008174322,12.491642950391018,13.436696967865766,8.821333,11.36252
150503010708,181.59706,815.44604,0.25752962,0.4916496,19.134268,1.315294,321.47745,0.6353928,0.7070725792737774,0.0134469,0.68351436,49.823078977312306,0.012386055,0.61755985,45.43401527993869,140.96364,4.0,1.136033631449366,73.53419001340045,16.978496856049002,9.48731313055055,8.751316,11.120609
150503010710,152.7384,791.00366,0.14203086,0.13718024,15.016173,1.8349317,44.014297,0.65546787,-2.8304534003345894,0.0044919234,0.9120621,48.52166969915543,0.004648808,0.512705,48.95501903994786,1088.5034,12.0,2.591214494594319,85.26014261157609,11.109162748965485,3.6306946394584294,9.067506,12.029953
150503020303,287.98947,798.4375,0.1897311,0.67683625,31.302017,0.98156655,310.64355,0.6577306,0.6405645895537314,0.015230386,1.230185,49.49332388024466,0.015971182,1.1223634,46.25561618474036,572.405,42.0,4.532334788318448,48.37938222954761,22.465808722490387,29.154809047962004,7.726044,10.251587
150503020306,393.77582,757.9735,0.18767491,0.47341147,43.80751,1.1511097,208.68547,0.8270986,-2.0964292293102185,0.019204376,2.2839062,48.93314409412663,0.019321363,1.7044148,47.85326805375825,1273.0605,18.0,3.1725957234476585,54.128119396813915,14.79827536168504,31.073605241501046,7.9468017,10.453815
150503020203,193.76917,899.13116,0.15534267,0.8398491,26.997902,0.95258266,272.5199,0.81221724,-0.7532222615299253,0.02019785,1.1001346,50.04830008068954,0.019706318,0.94051725,46.10173701701949,611.3301,35.0,4.180770053124126,45.5725745023298,32.013954417518384,22.413471080151822,7.704769,10.247035
150503020204,61.505856,886.6535,0.3362734,0.50801355,16.722761,1.1083096,312.20572,0.6728355,0.5618260551764268,0.005054949,0.9258838,51.86420830156953,0.0050288513,0.6295758,46.53005870116785,353.55234,10.0,2.306987754742791,58.969817959666024,31.650080621200537,9.380101419133432,8.542909,10.851498
150503020205,37.27009,830.79865,0.44246873,0.32182503,4.087394,0.95067465,321.91782,0.5090436,1.6704798793298272,0.0021194874,0.3070729,49.65314256842916,0.0017265956,0.19447027,48.99190799656751,130.94528,9.0,2.200514306362121,94.54832345558219,5.446062666912608,0.005613877505192837,9.547584,11.847595
150503020206,264.3465,768.1363,0.15174547,0.36415595,25.061506,1.3981783,290.1164,0.756077,-0.127293455743822,0.0087229535,1.0095887,50.48764302519656,0.008753379,0.7851487,47.556816770425115,976.33246,5.0,1.4416459817633986,66.46648363542164,22.058734813276192,11.474781551302176,8.545197,11.172376
150503020302,310.6912,809.9219,0.33953887,0.9190112,39.475822,0.6742331,195.5518,0.77963114,-2.6293001545604433,0.042529788,2.0595884,47.76289956176268,0.042177398,1.6819692,46.3238090669554,560.0042,17.0,3.1222058900875016,28.79648072236001,17.82409608621716,53.37942319142284,6.9068003,9.599662
150503020305,599.0477,785.5922,0.40071538,1.1408246,45.40991,0.6476691,189.71397,0.7440833,-2.865599815211294,0.03231699,2.6615148,48.48044268200874,0.03160379,2.230136,47.19765161901332,590.5748,33.0,4.04657601069373,26.84171526829874,15.174841786176454,57.98344294552481,6.7659187,9.439522
150503020307,231.37666,721.61554,0.107419424,0.28414688,34.17725,1.5314626,254.29135,0.7847086,-0.8762375534087662,0.011274434,1.6816041,50.25554334196548,0.012251828,1.1382297,47.814643317720105,2542.1714,24.0,3.5993915833715326,67.51713910452735,18.574936820701687,13.90792407477097,8.584483,11.190472
150503020308,290.0325,682.5617,0.14813171,0.29967058,41.524338,1.543835,236.42636,0.62767136,-0.7553290473311819,0.010358442,2.203239,50.20651253985674,0.009856441,1.5339339,48.08778201548029,3754.3381,18.0,3.250173294515362,66.65756351262519,17.344529407215497,15.997907080159312,8.392867,10.976206
